Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1993-04-28,5.776302337646484,5.9345571962121415,5.697174908363656,5.776302337646484,7821000.0,0.0,0.0
1993-04-29,5.776301230360198,5.894992351531982,5.776301230360198,5.894992351531982,2118800.0,0.0,0.0
1993-04-30,5.9345561630871835,5.9345561630871835,5.776301332071525,5.8158650398254395,536800.0,0.0,0.0
1993-05-03,5.776301332071525,5.8158650398254395,5.736737624317611,5.8158650398254395,509600.0,0.0,0.0
1993-05-04,5.815866595301135,5.815866595301135,5.657611721959607,5.736739158630371,787400.0,0.0,0.0
1993-05-05,5.697176113934584,5.736739836948019,5.618048667907715,5.618048667907715,747200.0,0.0,0.0
1993-05-06,5.65761342623555,5.697177156488946,5.57848596572876,5.57848596572876,392800.0,0.0,0.0
1993-05-07,5.618048667907715,5.65761239092115,5.578484944894281,5.618048667907715,180000.0,0.0,0.0
1993-05-10,5.65761239092115,5.736739836948019,5.618048667907715,5.618048667907715,269600.0,0.0,0.0
1993-05-11,5.657612323760986,5.657612323760986,5.618048601217203,5.657612323760986,109400.0,0.0,0.0
1993-05-12,5.618049695982155,5.618049695982155,5.499358505221968,5.57848596572876,110800.0,0.0,0.0
1993-05-13,5.5784855604171755,5.5784855604171755,5.53892183303833,5.53892183303833,171000.0,0.0,0.0
1993-05-14,5.53892183303833,5.618049287796021,5.53892183303833,5.53892183303833,166800.0,0.0,0.0
1993-05-17,5.538921978162683,5.538921978162683,5.420230792916339,5.459794521331787,132000.0,0.0,0.0
1993-05-18,5.459791985425082,5.459791985425082,5.06415488503196,5.222409725189209,534400.0,0.0,0.0
1993-05-19,5.301537930523908,5.420229078222205,5.301537930523908,5.34110164642334,203600.0,0.0,0.0
1993-05-20,5.261975497465867,5.301539223010723,5.02459314419673,5.143284320831299,1189000.0,0.0,0.0
1993-05-21,5.1828460693359375,5.222409779788883,5.064154937977099,5.1828460693359375,475600.0,0.0,0.0
1993-05-24,5.222411771921011,5.222411771921011,5.064156869741586,5.143284320831299,719200.0,0.0,0.0
1993-05-25,5.0641585222379435,5.103722260692927,4.945467306872992,5.024594783782959,326600.0,0.0,0.0
1993-05-26,5.06415488503196,5.261973435228521,5.06415488503196,5.222409725189209,209200.0,0.0,0.0
1993-05-27,5.301539750660167,5.420230939107783,5.22241229169509,5.380667209625244,307800.0,0.0,0.0
1993-05-28,5.4597949226983165,5.578486116670018,5.341103728726614,5.499358654022217,986400.0,0.0,0.0
1993-06-01,5.538922127555399,5.538922127555399,5.3411034801427055,5.380667209625244,116800.0,0.0,0.0
1993-06-02,5.380667460050515,5.499358654022217,5.341103728726614,5.499358654022217,205200.0,0.0,0.0
1993-06-03,5.49935839807286,5.49935839807286,5.380667209625244,5.380667209625244,92000.0,0.0,0.0
1993-06-04,5.420229434967041,5.45979315347045,5.380665716463632,5.420229434967041,118200.0,0.0,0.0
1993-06-07,5.380667064500892,5.499358249747234,5.380667064500892,5.459794521331787,60000.0,0.0,0.0
1993-06-08,5.45979315347045,5.45979315347045,5.380665716463632,5.420229434967041,298200.0,0.0,0.0
1993-06-09,5.420229078222205,5.420229078222205,5.34110164642334,5.34110164642334,27400.0,0.0,0.0
1993-06-10,5.341101997960222,5.45979315347045,5.341101997960222,5.420229434967041,153600.0,0.0,0.0
1993-06-11,5.499358505221968,5.57848596572876,5.420231044715178,5.57848596572876,84200.0,0.0,0.0
1993-06-14,5.657612323760986,5.697176046304769,5.5389211561296365,5.657612323760986,434000.0,0.0,0.0
1993-06-15,5.618048667907715,5.776303559961454,5.578484944894281,5.618048667907715,169600.0,0.0,0.0
1993-06-16,5.618048601217203,5.736739768848552,5.618048601217203,5.657612323760986,288200.0,0.0,0.0
1993-06-17,5.697176046304769,5.697176046304769,5.57848487867342,5.657612323760986,165400.0,0.0,0.0
1993-06-18,5.65761239092115,5.697176113934584,5.578484944894281,5.618048667907715,89400.0,0.0,0.0
1993-06-21,5.578484944894281,5.65761239092115,5.578484944894281,5.618048667907715,34200.0,0.0,0.0
1993-06-22,5.65761239092115,5.736739836948019,5.578484944894281,5.618048667907715,143000.0,0.0,0.0
1993-06-23,5.618049287796021,5.697176742553712,5.53892183303833,5.53892183303833,23600.0,0.0,0.0
1993-06-24,5.538922235475364,5.697177156488946,5.538922235475364,5.57848596572876,58200.0,0.0,0.0
1993-06-25,5.578482793301952,5.855428747579354,5.578482793301952,5.8158650398254395,370000.0,0.0,0.0
1993-06-28,5.815865198771159,6.092811160617404,5.7367377811008025,6.053247451782227,135200.0,0.0,0.0
1993-06-29,6.171938143278423,6.171938143278423,5.97411961304514,6.013683319091797,575600.0,0.0,0.0
1993-06-30,6.013683319091797,6.013683319091797,5.934555906998484,6.013683319091797,132000.0,0.0,0.0
1993-07-01,6.013685573231091,6.092813014984131,5.97412185235457,6.092813014984131,120800.0,0.0,0.0
1993-07-02,6.09281073118511,6.171938143278423,6.013683319091797,6.013683319091797,239400.0,0.0,0.0
1993-07-06,6.013683472703767,6.092810886818291,5.894992351531982,5.894992351531982,87200.0,0.0,0.0
1993-07-07,5.934558526889698,5.934558526889698,5.815867356351903,5.855431079864502,74400.0,0.0,0.0
1993-07-08,5.894992200951827,6.053247025138454,5.855428494905171,6.013683319091797,104000.0,0.0,0.0
1993-07-09,6.013683319091797,6.053247025138454,5.97411961304514,6.013683319091797,302600.0,0.0,0.0
1993-07-12,6.053247025138454,6.053247025138454,5.97411961304514,6.013683319091797,98200.0,0.0,0.0
1993-07-13,6.013683319091797,6.053247025138454,5.97411961304514,6.013683319091797,212400.0,0.0,0.0
1993-07-14,6.013684981908554,6.171939849853516,6.013684981908554,6.171939849853516,153200.0,0.0,0.0
1993-07-15,6.171939849853516,6.171939849853516,6.132376132867275,6.171939849853516,133800.0,0.0,0.0
1993-07-16,6.171939849853516,6.171939849853516,6.092812415881035,6.171939849853516,126000.0,0.0,0.0
1993-07-19,6.132376132867275,6.211503566839756,6.132376132867275,6.171939849853516,244800.0,0.0,0.0
1993-07-20,6.171939849853516,6.171939849853516,6.132376132867275,6.171939849853516,111000.0,0.0,0.0
1993-07-21,6.2115029149085474,6.290630340576172,6.171939202074735,6.290630340576172,117400.0,0.0,0.0
1993-07-22,6.290634466254193,6.409325682598611,6.290634466254193,6.369761943817139,240600.0,0.0,0.0
1993-07-23,6.369757824306246,6.409321537500695,6.2510666847229,6.2510666847229,138200.0,0.0,0.0
1993-07-26,6.25107072747272,6.369761943817139,6.171943249909774,6.369761943817139,236200.0,0.0,0.0
1993-07-27,6.409325907870037,6.528017128386148,6.409325907870037,6.488453388214111,259200.0,0.0,0.0
1993-07-28,6.804959927575063,7.0819059711391645,6.765396207065906,7.00277853012085,583200.0,0.0,0.0
1993-07-29,7.081906990926774,7.398416800577133,7.042343264720479,7.240161895751953,344800.0,0.0,0.0
1993-07-30,7.279725814248151,7.398416996002196,7.240162086996802,7.398416996002197,217800.0,0.0,0.0
1993-08-02,7.398414670780141,7.517105815231159,7.358850955963135,7.358850955963135,511400.0,0.0,0.0
1993-08-03,7.3588501111320825,7.3588501111320825,7.042340428932853,7.279722690582275,161000.0,0.0,0.0
1993-08-04,7.200595926355432,7.517105637404023,7.200595926355432,7.477541923522949,129200.0,0.0,0.0
1993-08-05,7.517104368943435,7.794050319378193,7.517104368943435,7.714922904968262,270200.0,0.0,0.0
1993-08-06,7.63580003458792,7.675363765337081,7.5171088423404395,7.5566725730896,397600.0,0.0,0.0
1993-08-09,7.556671549876531,7.635799000660578,7.517107824484507,7.596235275268555,148200.0,0.0,0.0
1993-08-10,7.59623563225894,7.59623563225894,7.358853268750848,7.398416996002197,104000.0,0.0,0.0
1993-08-11,7.398415027780735,7.517106177959036,7.398415027780735,7.437978744506836,77400.0,0.0,0.0
1993-08-12,7.437978744506835,7.437978744506835,7.240160160876335,7.437978744506836,64000.0,0.0,0.0
1993-08-13,7.4379807232535455,7.4379807232535455,7.3192895414995,7.398416996002197,17600.0,0.0,0.0
1993-08-16,7.398415027780735,7.437978744506835,7.279723877602435,7.437978744506836,119600.0,0.0,0.0
1993-08-17,7.358853919343799,7.5566725730896,7.358853919343799,7.5566725730896,82800.0,0.0,0.0
1993-08-18,7.596235275268554,7.754490176836649,7.596235275268554,7.596235275268555,98800.0,0.0,0.0
1993-08-19,7.596236553388772,7.675364017486572,7.4775453572420725,7.675364017486572,96600.0,0.0,0.0
1993-08-20,7.596235275268554,7.635799000660578,7.477544099092483,7.596235275268555,43600.0,0.0,0.0
1993-08-23,7.556671549876531,7.596235275268554,7.517107824484507,7.596235275268555,280200.0,0.0,0.0
1993-08-24,7.596233308624109,7.714924454071361,7.596233308624109,7.635797023773193,279000.0,0.0,0.0
1993-08-25,7.635798192871404,7.794053077697754,7.635798192871404,7.794053077697754,97600.0,0.0,0.0
1993-08-26,7.771731466054917,7.771731466054917,7.612311333417893,7.652166366577148,258600.0,0.09,0.0
1993-08-27,7.692023109745335,7.692023109745335,7.293472689551276,7.373182773590088,315800.0,0.0,0.0
1993-08-30,7.333328045234478,7.5326032638549805,7.333328045234478,7.5326032638549805,31600.0,0.0,0.0
1993-08-31,7.572458744049072,7.612313790070383,7.532603698027761,7.572458744049072,58600.0,0.0,0.0
1993-09-01,7.572460495746197,7.7318807167092745,7.492750385264658,7.692025661468506,104000.0,0.0,0.0
1993-09-02,7.692021197410084,7.931151390075683,7.692021197410084,7.931151390075684,174600.0,0.0,0.0
1993-09-03,7.931152445929391,7.9710074833461215,7.771732296262469,7.811587333679199,349000.0,0.0,0.0
1993-09-07,7.692020367353391,7.811585450783754,7.692020367353391,7.771730422973633,86200.0,0.0,0.0
1993-09-08,7.771735771950044,7.771735771950044,7.6521706062277355,7.692025661468506,123000.0,0.0,0.0
1993-09-09,7.612314701080322,7.692024802662315,7.572459650289326,7.612314701080322,41200.0,0.0,0.0
1993-09-10,7.532603783810392,7.572458830285579,7.452893690860018,7.492748737335205,126000.0,0.0,0.0
1993-09-13,7.572458307579081,7.572458307579081,7.4927482201308795,7.5326032638549805,143600.0,0.0,0.0
1993-09-14,7.492748958816945,7.492748958816945,7.213763625243974,7.293473720550537,412400.0,0.0,0.0
1993-09-15,7.213763625243974,7.293473720550537,7.173908577590692,7.293473720550537,195200.0,0.0,0.0
1993-09-16,7.293472689551276,7.413037815609494,7.25361764753187,7.373182773590088,125400.0,0.0,0.0
1993-09-17,7.333327731570682,7.413037815609494,7.333327731570682,7.373182773590088,227600.0,0.0,0.0
1993-09-20,7.452893605985139,7.572458744049072,7.452893605985139,7.572458744049072,48200.0,0.0,0.0
1993-09-21,7.532602941667712,7.6123130257065235,7.373182773590088,7.373182773590088,17600.0,0.0,0.0
1993-09-22,7.37318458404133,7.452894687652588,7.333329532235701,7.452894687652588,47800.0,0.0,0.0
1993-09-23,7.492746233940125,7.731876432895661,7.492746233940125,7.652166366577148,218600.0,0.0,0.0
1993-09-24,7.692021399736405,7.731876432895661,7.612311333417893,7.652166366577148,43600.0,0.0,0.0
1993-09-27,7.692024802662315,7.731879853453312,7.572459650289326,7.612314701080322,44600.0,0.0,0.0
1993-09-28,7.612311333417893,7.652166366577149,7.532601267099381,7.652166366577148,24200.0,0.0,0.0
1993-09-29,7.731881141662597,7.731881141662597,7.652171026800096,7.731881141662598,16800.0,0.0,0.0
1993-09-30,7.692022221429007,7.89129740851266,7.692022221429007,7.811587333679199,36000.0,0.0,0.0
1993-10-01,7.811586499214173,7.931151598691941,7.652166366577149,7.652166366577148,87200.0,0.0,0.0
1993-10-04,7.652169751871319,7.692024802662315,7.612314701080322,7.612314701080322,87600.0,0.0,0.0
1993-10-05,7.612314701080322,7.652169751871319,7.572459650289326,7.612314701080322,20400.0,0.0,0.0
1993-10-06,7.652167184012277,7.811587333679199,7.652167184012277,7.811587333679199,29400.0,0.0,0.0
1993-10-07,7.811585450783754,7.8912955064039965,7.731875395163511,7.771730422973633,50400.0,0.0,0.0
1993-10-08,7.771733526199583,7.771733526199583,7.4927482201308795,7.5326032638549805,287000.0,0.0,0.0
1993-10-11,7.572456300258637,7.692021399736405,7.572456300258637,7.652166366577148,9000.0,0.0,0.0
1993-10-12,7.6521706062277355,7.771735771950044,7.6521706062277355,7.692025661468506,11000.0,0.0,0.0
1993-10-13,7.771731466054917,7.771731466054917,7.652166366577149,7.652166366577148,26200.0,0.0,0.0
1993-10-14,7.652168395027282,7.652168395027282,7.452893176406779,7.5326032638549805,50600.0,0.0,0.0
1993-10-15,7.532603783810392,7.532603783810392,7.373183597909643,7.492748737335205,146000.0,0.0,0.0
1993-10-18,7.652164234834558,8.170279521568148,7.652164234834558,8.130424499511719,500800.0,0.0,0.0
1993-10-19,8.090573386766424,8.090573386766424,7.891298180195823,8.010863304138184,179400.0,0.0,0.0
1993-10-20,7.9710074833461215,7.9710074833461215,7.771732296262469,7.811587333679199,159800.0,0.0,0.0
1993-10-21,7.811588097567582,8.050718345452305,7.811588097567582,8.010863304138184,84200.0,0.0,0.0
1993-10-22,8.010859433342429,8.130424499511719,7.971004411285998,8.130424499511719,157400.0,0.0,0.0
1993-10-25,8.130426243373325,8.60868661063058,8.130426243373325,8.369556427001953,230200.0,0.0,0.0
1993-10-26,8.40941709842322,8.68840249979271,8.289851926407724,8.449272155761719,145400.0,0.0,0.0
1993-10-27,8.528980166823775,8.76811045187491,8.528980166823775,8.60869026184082,426600.0,0.0,0.0
1993-10-28,8.60869026184082,8.76811045187491,8.568835214332298,8.60869026184082,369800.0,0.0,0.0
1993-10-29,8.608692385115713,8.608692385115713,8.449272155761719,8.449272155761719,81600.0,0.0,0.0
1993-11-01,8.409415024298209,8.688400356857866,8.409415024298209,8.60869026184082,121600.0,0.0,0.0
1993-11-02,8.528981357954125,8.568836411028677,8.289851039506813,8.409416198730469,98200.0,0.0,0.0
1993-11-03,8.40941341071608,8.40941341071608,8.289848291132438,8.329703330993652,16200.0,0.0,0.0
1993-11-04,8.289844587737438,8.289844587737438,8.130424499511719,8.130424499511719,21200.0,0.0,0.0
1993-11-05,8.050718948094532,8.050718948094532,7.492748327929564,7.891298770904541,102000.0,0.0,0.0
1993-11-08,7.89129635796475,8.01086145429755,7.89129635796475,7.931151390075684,35000.0,0.0,0.0
1993-11-09,7.931155631542206,8.050720791816712,7.931155631542206,7.971010684967041,161200.0,0.0,0.0
1993-11-10,7.971004411285998,8.170279521568148,7.931149389229568,8.130424499511719,175000.0,0.0,0.0
1993-11-11,8.170286178588867,8.210141233118568,8.130431124059164,8.170286178588867,116400.0,0.0,0.0
1993-11-12,8.170286178588867,8.210141233118568,8.130431124059164,8.170286178588867,21000.0,0.0,0.0
1993-11-15,8.170283171548798,8.329703330993652,8.09057309182637,8.329703330993652,17800.0,0.0,0.0
1993-11-16,8.528982270438716,8.528982270438716,8.40941709842322,8.449272155761719,115600.0,0.0,0.0
1993-11-17,8.489127213100216,8.528982270438716,8.369562041084722,8.449272155761719,53200.0,0.0,0.0
1993-11-18,8.44927156029678,8.44927156029678,8.170286178588867,8.170286178588867,69200.0,0.0,0.0
1993-11-19,8.210141233118568,8.210141233118568,8.090576069529464,8.170286178588867,16400.0,0.0,0.0
1993-11-22,8.170285952091216,8.170285952091216,7.851445524692536,7.971010684967041,29600.0,0.0,0.0
1993-11-23,7.971008859499537,7.971008859499537,7.891298770904541,7.891298770904541,7600.0,0.0,0.0
1993-11-24,7.9601015100156625,8.280105590820312,7.9601015100156625,8.280105590820312,24600.0,0.045,0.0
1993-11-26,8.280105590820312,8.280105590820312,8.280105590820312,8.280105590820312,2000.0,0.0,0.0
1993-11-29,8.320106100920894,8.320106100920894,8.160104060518568,8.280105590820312,19600.0,0.0,0.0
1993-11-30,8.200098472891503,8.280099433602638,8.200098472891503,8.24009895324707,7400.0,0.0,0.0
1993-12-01,8.240105080719731,8.320106100920894,8.240105080719731,8.280105590820312,36400.0,0.0,0.0
1993-12-02,8.280099433602638,8.280099433602638,8.200098472891503,8.24009895324707,30800.0,0.0,0.0
1993-12-03,8.20010457061915,8.320106100920894,8.20010457061915,8.280105590820312,30600.0,0.0,0.0
1993-12-06,8.320105416434151,8.320105416434151,8.040101868765694,8.120102882385254,27000.0,0.0,0.0
1993-12-07,8.040102553367616,8.120103573799133,7.960101532936097,8.000102043151855,11000.0,0.0,0.0
1993-12-08,8.000101361955915,8.120102882385254,7.960100855146135,8.120102882385254,10200.0,0.0,0.0
1993-12-09,8.120101391100416,8.160101890563965,8.080100891636867,8.160101890563965,62400.0,0.0,0.0
1993-12-10,8.160101890563965,8.160101890563965,8.040100392173319,8.160101890563965,20000.0,0.0,0.0
1993-12-13,8.080100891636867,8.160101890563965,8.080100891636867,8.160101890563965,8000.0,0.0,0.0
1993-12-14,8.080101554073504,8.080101554073504,7.96010004584469,8.040101051330566,13800.0,0.0,0.0
1993-12-15,8.000100324601691,8.0401008262247,7.880098819732666,7.880098819732666,6000.0,0.0,0.0
1993-12-16,7.8400999541135175,7.8400999541135175,7.520095874353783,7.760098934173584,126000.0,0.0,0.0
1993-12-17,7.840097427368165,7.920098421524982,7.760096433211347,7.840097427368164,56800.0,0.0,0.0
1993-12-20,7.760099122018525,8.000102187647963,7.760099122018525,7.920101165771484,46200.0,0.0,0.0
1993-12-21,7.9200995431017525,8.040101051330566,7.9200995431017525,8.040101051330566,15200.0,0.0,0.0
1993-12-22,8.000098281170256,8.000098281170256,7.920097298358553,7.960097789764404,199400.0,0.0,0.0
1993-12-23,8.00009989270977,8.200102390027514,8.00009989270977,8.160101890563965,67400.0,0.0,0.0
1993-12-27,8.160104060518568,8.280105590820312,8.160104060518568,8.280105590820312,18200.0,0.0,0.0
1993-12-28,8.320106078531142,8.56010913848877,8.320106078531142,8.56010913848877,55800.0,0.0,0.0
1993-12-29,8.440104062216623,8.560105541774206,8.400103569030762,8.400103569030762,41800.0,0.0,0.0
1993-12-30,8.440109648794497,8.480110168457031,8.400109129131964,8.480110168457031,10600.0,0.0,0.0
1993-12-31,8.56010913848877,8.640110158474647,8.56010913848877,8.56010913848877,33800.0,0.0,0.0
1994-01-03,8.60011172744463,8.640112247107163,8.480110168457031,8.480110168457031,43800.0,0.0,0.0
1994-01-04,8.520104206102785,8.680106163024902,8.520104206102785,8.680106163024902,38200.0,0.0,0.0
1994-01-05,8.60011172744463,8.680112766769696,8.440109648794497,8.480110168457031,19600.0,0.0,0.0
1994-01-06,8.480108812521983,8.520109325788598,8.440108299255371,8.440108299255371,25400.0,0.0,0.0
1994-01-07,8.480108812521983,8.56010983905521,8.400107785988757,8.440108299255371,92800.0,0.0,0.0
1994-01-10,8.480103716872254,8.680106163024902,8.440103227641725,8.680106163024902,80200.0,0.0,0.0
1994-01-11,8.680110668467584,8.680110668467584,8.520108628495832,8.56010913848877,44600.0,0.0,0.0
1994-01-12,8.520105251046115,8.640106733455214,8.520105251046115,8.600106239318848,11200.0,0.0,0.0
1994-01-13,8.600109648481709,8.600109648481709,8.480108118502894,8.56010913848877,52200.0,0.0,0.0
1994-01-14,8.600106239318848,8.600106239318848,8.520105251046115,8.600106239318848,10600.0,0.0,0.0
1994-01-17,8.640108429225144,9.080113951083833,8.60010792723799,9.04011344909668,64400.0,0.0,0.0
1994-01-18,9.040112614631653,9.080113112926483,8.960111618041992,8.960111618041992,66000.0,0.0,0.0
1994-01-19,9.000111384825273,9.000111384825273,8.800108909606934,8.800108909606934,15200.0,0.0,0.0
1994-01-20,8.72011101726994,8.920113563537598,8.72011101726994,8.920113563537598,14400.0,0.0,0.0
1994-01-21,8.920111119747162,8.960111618041992,8.800109624862671,8.960111618041992,70200.0,0.0,0.0
1994-01-24,8.960114881727431,9.000115394592285,8.960114881727431,9.000115394592285,14000.0,0.0,0.0
1994-01-25,9.000115394592285,9.000115394592285,8.960114881727431,9.000115394592285,44600.0,0.0,0.0
1994-01-26,9.000109337471628,9.000109337471628,8.880107879638672,8.880107879638672,13800.0,0.0,0.0
1994-01-27,8.800107098500664,8.84010758531203,8.680105638066564,8.72010612487793,62000.0,0.0,0.0
1994-01-28,8.800107630716491,8.800107630716491,8.680106163024902,8.680106163024902,22400.0,0.0,0.0
1994-01-31,8.680106163024902,8.720106652255431,8.680106163024902,8.680106163024902,139800.0,0.0,0.0
1994-02-01,8.680106163024902,8.720106652255431,8.600105184563843,8.680106163024902,120800.0,0.0,0.0
1994-02-02,8.680106163024902,8.680106163024902,8.600105184563843,8.680106163024902,31600.0,0.0,0.0
1994-02-03,8.68010722759158,8.68010722759158,8.600106239318848,8.600106239318848,41000.0,0.0,0.0
1994-02-04,8.600109648481709,8.680110668467584,8.56010913848877,8.56010913848877,165400.0,0.0,0.0
1994-02-07,8.560109689202108,8.600110201768473,8.520109176635742,8.520109176635742,27400.0,0.0,0.0
1994-02-08,8.60010792723799,9.16011495505814,8.560107425250838,9.04011344909668,221000.0,0.0,0.0
1994-02-09,9.12011693318685,9.280118984646268,8.960114881727431,9.000115394592285,170000.0,0.0,0.0
1994-02-10,8.960111618041992,9.080113112926483,8.960111618041992,8.960111618041992,97600.0,0.0,0.0
1994-02-11,8.760112611416778,8.840113639831543,8.720112097209396,8.840113639831543,83400.0,0.0,0.0
1994-02-14,8.840107393694353,8.92010836558299,8.840107393694353,8.880107879638672,28600.0,0.0,0.0
1994-02-15,8.84010758531203,8.84010758531203,8.72010612487793,8.72010612487793,29400.0,0.0,0.0
1994-02-16,8.640110158474647,8.760111688453462,8.56010913848877,8.56010913848877,42600.0,0.0,0.0
1994-02-17,8.60010665875894,8.760108643107943,8.560106162671689,8.640107154846191,71800.0,0.0,0.0
1994-02-18,8.680107650933442,8.680107650933442,8.560106162671689,8.640107154846191,34800.0,0.0,0.0
1994-02-22,8.560111207782096,8.60011172744463,8.480110168457031,8.480110168457031,44400.0,0.0,0.0
1994-02-23,8.509004118297021,8.549140930175781,8.388593682660742,8.549140930175781,77800.0,0.045,0.0
1994-02-24,8.549140934611476,8.629414558410645,8.509004122711891,8.629414558410645,54600.0,0.0,0.0
