,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.9853299191183457,[87.56100119 87.29313685 87.05504789 86.15809887 87.70284482],0.9859582460120969,[89.25827355 89.45657152 89.42644887 87.84961287 89.06087917]
