,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.9917357989351556,[120.73444955 122.14528738 119.8501915  120.85367058 122.72154764],0.9918743923184452,[120.71033619 121.50210477 120.37464753 120.70385148 122.82138755]
