,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.9890206506212738,[27.21991749 27.42733869 27.1606513  27.48948237 27.38983619],0.9893230460597786,[27.26805625 27.45532441 27.21208479 27.50886227 27.42245601]
