,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.997687336903489,[387.88797458 389.14239686 391.62140624 386.59372113 388.77404253],0.9971556029082683,[378.5440751  370.14920696 386.9579947  387.11986095 371.56687851]
