,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.991942031810464,[166.35112434 165.61944126 166.5488798  167.8935836  167.93313772],0.9911281047390028,[165.99790466 165.27880287 165.93044664 164.92268967 164.94763166]
