,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.9704116335042097,[48.48824356 48.28200838 48.82214562 48.26236819 48.80250543],0.9610803513112292,[48.81344042 48.67639102 49.01448121 48.66263762 49.00311133]
