,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.9967266869326222,[356.85241703 356.47264822 355.48329471 354.89365285 356.86243426],0.9961487604538833,[356.821294   357.27776946 357.84765224 358.33989937 356.80584416]
