,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.9950394763624608,[84.52057759 85.41388176 86.57818513 86.08636779 85.52429082],0.9956365865731486,[84.94980316 84.97515047 83.59062065 84.33845637 84.90031719]
