,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.9489444609864437,[12.61150336 12.79546062 12.42754703 12.28231806 12.36945507],0.9482381610075662,[12.10632348 12.36140916 11.88727676 11.74379181 11.82666456]
