,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.985455102656532,[113.47391525 113.05505811 112.56640032 114.40137214 114.26175563],0.9856505251367969,[114.13952183 113.11738329 112.21203702 115.34173066 115.36858304]
