,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.990521939754241,[79.44404295 79.45404838 79.02390637 76.38303701 76.92321587],0.9884536024757778,[80.42094246 80.44189527 79.58616672 77.42398356 78.37883572]
