,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.9711864554178234,[36.70546363 37.0415073  37.53568894 37.34789751 37.40720066],0.9716537384140544,[36.84282552 37.19468216 37.68949098 37.51026399 37.56842247]
