,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.9885882292989717,[117.1761304  117.7329655  116.64912466 118.07104938 118.99579014],0.9881446966223449,[117.57276079 117.87670548 117.0644099  117.98703348 118.42825853]
