,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.9947650653982473,[299.20109072 297.54466826 299.1412226  294.52120624 297.26527354],0.9922415335262923,[299.83736963 292.625366   299.68688803 290.17176678 291.61737856]
