,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.9597668371519664,[14.25115135 14.58222586 14.62117574 14.98146243 15.14699968],0.9598461334288005,[14.39717651 14.702902   14.73749948 15.04966252 15.19115766]
