,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.9880685823986071,[78.61692821 78.43850942 76.81291943 77.70501334 78.22044874],0.9879366187879323,[78.34455792 78.20007197 77.05490313 77.66719798 78.02965185]
