,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.9515484316991369,[64.16049947 63.38030472 61.58585495 60.07422693 60.41556097],0.9519700344049399,[63.58854364 64.01554949 61.8153055  61.01306812 61.30546596]
