,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.9832315722694847,[29.53372688 29.55369756 29.4838002  28.73491714 29.0045155 ],0.9836358390677118,[30.84034442 30.85644101 30.79552062 29.45652311 30.05633617]
