,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.9950680573340198,[395.55424415 395.66429251 397.04508803 395.36413285 399.3964405 ],0.9944603994282648,[398.60168538 398.1468036  394.32429541 399.32416375 394.7127685 ]
