Open,High,Low,Close,Volume,Dividends,Stock Splits
170.25257168552545,172.5111753245984,170.23309673849846,171.75181579589844,29421100,0,0
170.3985789014036,170.74905363622258,169.4834496018745,169.92153930664062,27436400,0,0
170.24281727859284,170.77826687919656,168.6656883232066,169.73658752441406,23475600,0,0
169.56135036708417,171.36240414441255,169.4932103357699,170.37911987304688,20949900,0,0
170.05785009819755,170.77827458013527,169.8826201419335,170.37911987304688,16349400,0,0
166.28050471381957,166.93277422025398,165.19013066654475,166.0565948486328,33185500,0,0
165.5990457653039,166.26104537845058,165.219366021286,166.0858154296875,21498200,0,0
166.4752156615039,167.30272998545922,165.96897108020076,166.5531005859375,16480200,0,0
166.00793401604403,166.07607404588435,164.74232989084098,164.75205993652344,25999900,0,0
165.6574652435098,167.74083893228666,164.7812708843782,167.70188903808594,25555900,0,0
