Open,High,Low,Close,Volume,Dividends,Stock Splits
1220.969970703125,1226.0,1212.300048828125,1219.0,1404100,0,0
1219.0,1231.22998046875,1203.5799560546875,1205.0999755859375,1273500,0,0
1196.97998046875,1196.97998046875,1171.2900390625,1176.6300048828125,1615100,0,0
1180.0,1189.06005859375,1162.4300537109375,1187.8299560546875,1621200,0,0
1191.8900146484375,1211.43994140625,1189.1700439453125,1209.0,1162400,0,0
1204.4000244140625,1218.2039794921875,1203.75,1207.6800537109375,842900,0,0
1197.5899658203125,1206.0799560546875,1189.010009765625,1189.1300048828125,1039300,0,0
1199.3499755859375,1208.3499755859375,1197.6300048828125,1202.31005859375,867700,0,0
1198.5799560546875,1215.0,1197.3399658203125,1208.6700439453125,846600,0,0
1222.2099609375,1228.3900146484375,1213.739990234375,1215.449951171875,1272700,0,0
1212.3399658203125,1226.3299560546875,1211.760009765625,1217.1400146484375,867500,0,0
1220.4000244140625,1247.3299560546875,1220.4000244140625,1243.010009765625,1381700,0,0
1241.1700439453125,1254.739990234375,1238.449951171875,1243.6400146484375,1094600,0,0
1250.9300537109375,1263.324951171875,1249.93994140625,1253.0699462890625,952400,0,0
1253.4599609375,1258.8900146484375,1241.0799560546875,1245.489990234375,1352800,0,0
1252.260009765625,1254.6290283203125,1240.5999755859375,1246.1500244140625,1027200,0,0
1247.8499755859375,1250.5999755859375,1241.3800048828125,1242.800048828125,1023800,0,0
1242.3599853515625,1259.8900146484375,1242.3599853515625,1259.1300048828125,911500,0,0
1260.9000244140625,1264.0,1253.7149658203125,1260.989990234375,1028100,0,0
1251.030029296875,1269.5999755859375,1250.010009765625,1265.1300048828125,1210100,0,0
1275.449951171875,1299.31005859375,1272.5400390625,1290.0,2601500,0,0
1276.22998046875,1281.5899658203125,1257.2120361328125,1262.6199951171875,1869200,0,0
1252.969970703125,1266.0799560546875,1252.0,1263.9000244140625,522264,0,0
