,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.9892491984936513,[191.01887596 191.74588102 191.79567776 191.04875706 193.20985658],0.9886886353687887,[187.79993334 190.18994951 190.37046711 187.87141159 192.15437342]
