,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.9960807675473003,[248.30198675 244.12337595 238.93751659 237.83053381 240.23398523],0.9957423859907195,[255.4515215  248.16374298 233.32358617 236.83199836 235.34417259]
