,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.995356498043601,[542.97605683 545.01597591 548.82583468 544.75602519 550.34585232],0.9833736256225664,[547.76760562 485.20473836 496.31036335 496.8101256  548.08078916]
