,lr_confidence,lr_prediction,svm_confidence,svm_prediction
0,0.9798971550086593,[20.19875177 20.6924964  20.10000435 20.4061255  20.64312269],0.980730288804605,[20.00621045 20.6944839  19.88207753 20.28693848 20.62406066]
